imputed_data_NYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School,academic_division,Year,Job Relatedness,Salary,Benefits,Job security,Job location,Opportunity_for_advancement,Intellectual_challenge,Level_of_responsibility,Degree_of_independence, Contribution_to_society,Work-life_balance,Prestige_of_employer,Prestige_of_position/job title,Change_in_career,Achievement/effort,Adaptability/flexibility,Analytical_thinking,Attention_to_detail,Concern_for_others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Resilience,Rigor,Risk-taking,Self-control,Social_orientation,Stress_tolerance,Basic_research,Applied_research,Development,Applying_research,Awareness_cultural,Communicating_ideas,Conducting_research,Critically_analyzing_and_evaluating, Demonstrating_theoretical_and_practical_understanding,Developing_new_ideas, Grant_writing,Influencing_others,Valuing_others,Working_constructively,Navigating_politics,Internship,prepare_job_materials,Individual_development_plan,Comprehensive_examination,Doctoral_dissertation_process,Citizenship,Income,Survey_Year
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,"Fine Arts, Institute of",2009,5,5,4,4,2,4,4,4,2,4,2,5,5,0,4,5,4,4,4,5,4,2,4,4,5,4,5,5,5,2,4,4,5,1,1,1,2,1,2,2,4,4,2,1,1,2,1,1,3,0,2,3,3,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,3,3,4,4,2,4,3,4,3,3,2,3,1,4,3,4,3,4,3,4,4,3,2,4,2,4,3,4,1,3,3,3,0,1,0,4,2,3,4,5,5,4,2,3,3,2,1,1,3,3,2,4,Missing,Missing,2022
Missing,Environmental Health Science,2012,5,1,1,1,1,2,4,2,4,2,2,2,1,0,4,4,5,4,4,4,2,4,4,5,4,4,5,5,2,2,4,2,5,1,1,0,4,1,4,2,5,4,4,4,1,2,4,0,0,2,2,3,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own",1988,2022
Missing,"Fine Arts, Institute of",2011,3,3,4,5,4,4,5,3,5,3,3,4,3,1,4,3,4,4,2,4,4,4,3,3,4,3,3,3,3,3,3,1,3,0,0,0,2,1,5,4,0,1,2,0,2,2,2,0,1,1,2,4,4,"Internship,Program or experience to prepare job materials",1985,2022
Missing,"Fine Arts, Institute of",2000,5,4,4,5,1,5,5,5,5,4,2,0,1,2,4,4,4,4,4,4,4,4,4,2,5,4,4,5,4,2,4,4,4,1,0,1,5,1,5,5,5,4,4,1,4,4,2,1,3,4,3,3,3,Program or experience to prepare job materials,1969,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Politics,2004,5,1,4,2,0,4,5,2,2,4,2,4,2,0,4,1,5,5,1,4,2,4,4,2,2,0,4,5,4,0,1,2,5,1,1,0,4,1,2,4,5,5,5,1,4,4,5,2,0,4,2,0,4,"Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1980,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2011,5,5,5,2,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,0,0,0,5,5,5,5,5,5,5,2,2,5,4,4,3,4,4,3,3,"International experience outside the U.S.,Coursework outside their discipline,Individual Development Plan",Missing,2022
Missing,Missing,Missing,4,2,3,4,4,3,3,3,3,2,3,2,3,3,4,3,4,4,2,4,4,4,4,2,4,3,4,4,3,2,3,3,4,1,1,0,4,2,4,4,4,4,4,2,3,3,3,2,3,3,2,3,4,Missing,Missing,2022
Missing,Middle Eastern Studies,2013,4,2,0,0,2,2,2,0,4,2,2,2,2,4,0,5,5,2,2,2,1,1,4,5,2,0,4,5,1,0,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internship,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials,Individual Development Plan",1985,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Economics,2000,5,4,2,4,2,2,4,4,4,4,4,2,4,4,4,4,5,4,4,4,2,4,4,4,4,2,4,4,4,2,2,2,2,1,0,0,4,2,1,4,2,4,4,1,2,2,4,1,2,2,3,3,4,"International experience outside the U.S.,Individual Development Plan",1975,2022
Missing,Computer Science,2007,4,2,4,4,4,0,2,2,2,1,4,1,2,2,2,2,2,4,1,2,2,4,2,4,2,1,2,1,1,1,2,1,1,0,1,1,2,2,2,2,2,2,2,1,2,2,2,1,4,1,1,0,1,Internship,1981,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Economics,2004,5,2,2,4,2,4,5,5,5,5,5,2,4,4,4,2,5,5,4,2,4,5,5,2,5,2,4,5,5,2,5,2,4,0,1,0,4,1,1,5,5,4,2,2,1,4,4,1,4,2,3,3,4,"International experience outside the U.S.,Coursework outside their discipline,Individual Development Plan",1979,2022
Missing,Linguistics,2013,5,2,4,4,4,5,5,4,5,4,2,4,5,0,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,5,0,0,1,5,5,5,5,5,5,2,5,4,5,5,2,3,4,4,3,4,"Study / collaborate at U.S. institution other than their own,Individual Development Plan",1990,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,English,2009,4,5,5,5,5,5,4,4,1,4,5,2,2,0,4,4,5,5,5,5,5,4,5,2,5,4,5,5,2,2,4,1,4,0,0,0,4,1,1,4,4,4,1,0,1,1,0,0,3,0,0,0,3,"Internship,Individual Development Plan",1985,2022
Missing,Chemistry,2005,5,2,1,0,1,2,2,4,4,5,2,0,4,1,5,1,5,5,4,5,2,4,5,5,5,5,5,5,2,0,2,4,2,0,0,1,4,1,1,2,4,2,4,2,1,1,2,1,2,1,1,1,2,"Internship,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1980,2022
Missing,Sociology,2004,5,5,5,5,5,2,5,5,0,5,5,0,0,0,5,5,5,5,2,5,5,2,5,5,5,5,5,5,5,5,2,5,5,1,1,0,0,2,0,0,2,2,0,2,0,2,0,0,3,2,3,0,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Other (please specify)",1980,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Economics,2012,5,4,2,2,5,4,4,4,4,1,2,4,4,0,4,2,4,4,1,4,5,5,4,2,5,4,4,4,2,2,2,2,4,1,1,1,5,2,4,5,5,5,4,2,2,2,2,2,4,4,4,3,3,Internship,1988,2022
Missing,Basic Medical Sciences,2011,5,2,2,2,2,4,4,2,2,2,2,1,2,0,4,4,5,5,4,5,5,4,4,4,5,4,4,2,4,4,4,2,5,1,1,1,4,0,4,2,2,4,2,2,1,2,2,1,4,3,3,2,3,Other (please specify),1987,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Music,2008,5,4,5,5,1,2,4,2,5,4,4,2,2,0,4,4,5,5,5,4,4,5,5,4,5,2,4,4,4,2,4,5,4,0,0,1,2,5,5,2,4,5,5,2,5,4,4,4,4,4,4,4,3,Missing,1980,2022
Missing,Italian Languages & Literatures,2013,4,4,4,4,5,4,2,2,4,1,5,2,2,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,2,4,3,3,0,1,0,4,2,2,2,5,4,5,1,4,4,2,5,4,4,4,2,4,Other (please specify),1986,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Politics,2005,5,2,4,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Individual Development Plan,1978,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Politics,2005,5,2,4,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Individual Development Plan,1977,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,"Fine Arts, Institute of",2006,5,2,2,4,4,2,4,2,4,2,2,2,2,0,4,4,2,4,2,4,2,4,4,2,2,2,2,2,4,2,2,2,2,1,0,0,3,2,2,2,3,4,2,2,1,2,3,1,4,3,3,4,4,Internship,1980,2022
Missing,Physics,2011,4,4,2,4,5,4,2,2,2,1,4,2,2,0,2,4,1,4,2,4,4,2,2,2,2,2,4,2,2,2,2,2,4,0,0,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,3,Missing,1985,2022
Missing,Biology,2007,4,4,1,4,1,2,5,2,2,4,2,2,1,0,4,2,5,4,4,4,4,4,2,2,5,4,4,2,2,1,2,2,2,0,1,0,4,2,2,4,5,4,5,2,2,4,2,1,4,2,2,3,3,Internship,1981,2022
Missing,Hebrew & Judaic Studies,2004,4,1,2,1,1,0,0,0,0,1,1,0,0,0,2,5,4,4,2,2,4,2,1,1,5,1,2,5,1,1,5,2,4,1,0,0,2,4,4,2,5,4,4,1,1,4,1,0,3,2,2,0,1,"Internship,Coursework outside their discipline",Missing,2022
Missing,Music,2005,5,4,4,4,2,4,4,2,4,4,4,4,4,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,2,5,5,5,5,4,4,4,4,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Individual Development Plan",1979,2022
Missing,Neural Science,2006,5,2,4,2,5,4,5,5,5,4,5,2,2,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,2,5,5,5,1,1,1,5,1,4,5,5,5,5,1,0,4,2,2,4,4,3,3,2,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Politics,2007,5,2,2,4,5,2,4,2,5,2,5,2,2,0,4,2,5,4,2,4,2,5,4,4,4,2,4,4,5,4,4,1,2,0,1,0,4,5,2,4,5,4,4,1,2,4,2,2,3,1,2,3,3,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2012,5,2,2,1,2,5,4,2,2,4,2,2,0,2,4,4,4,4,2,4,4,5,4,5,5,2,5,5,4,2,4,2,4,1,1,0,2,1,4,4,5,4,4,2,1,4,4,2,3,4,4,3,3,"Internship,Program or experience to prepare job materials",1989,2022
Missing,Psychology,2001,5,0,1,2,2,1,2,4,5,1,4,2,2,0,2,2,4,2,2,1,4,2,1,2,4,2,1,2,2,1,2,4,2,0,0,0,4,1,2,2,4,4,0,0,2,2,4,1,4,2,2,1,3,Other (please specify),1977,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,English,2008,5,4,5,5,1,5,4,2,5,4,2,1,5,0,4,5,1,2,5,5,4,5,5,2,2,2,5,5,2,2,5,2,5,1,0,0,5,1,5,5,5,5,5,1,5,5,5,4,3,3,4,3,4,"Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1981,2022
Missing,Psychology,2011,4,5,4,2,4,4,4,4,2,2,4,2,2,2,2,2,2,4,4,5,1,2,4,1,4,5,2,4,4,1,1,1,2,0,1,0,4,1,2,4,4,2,1,2,1,1,1,1,4,0,0,1,0,Internship,1988,2022
Missing,Biology,2008,5,1,2,2,0,4,2,2,1,1,0,2,4,4,5,5,5,5,2,2,2,5,5,5,5,4,5,5,5,5,4,2,5,1,1,0,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,3,4,"Internship,International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1985,2022
Missing,Psychology,2014,5,2,2,3,3,2,4,3,4,3,4,2,2,2,3,4,3,4,4,3,4,3,3,2,3,2,3,3,3,1,3,3,2,0,1,0,4,3,5,4,4,3,4,2,4,4,3,2,2,2,3,3,3,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Basic Medical Sciences,2004,5,5,4,5,5,5,4,2,4,5,2,1,4,0,4,5,5,4,2,4,4,4,2,5,5,4,5,5,5,2,1,4,2,0,1,1,5,2,4,4,5,4,5,1,1,4,2,1,3,3,3,2,4,"Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials,Other (please specify)",1981,2022
Missing,Environmental Health Science,2014,5,4,4,4,2,5,5,4,5,4,4,4,4,2,4,5,5,4,4,4,4,4,4,5,5,5,4,4,5,2,4,4,4,1,1,1,4,2,5,4,4,4,5,2,4,4,5,2,4,4,4,4,4,"Internship,International experience outside the U.S.,Study / collaborate at U.S. institution other than their own",1981,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Basic Medical Sciences,2007,4,4,2,4,4,4,4,5,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,5,4,4,4,2,1,2,2,2,1,1,1,4,2,5,2,4,5,4,1,4,4,2,1,4,4,2,2,4,"Coursework outside their discipline,Individual Development Plan",1985,2022
Missing,Cinema Studies,2013,5,4,5,2,2,4,4,4,4,4,2,1,2,0,5,5,2,4,4,4,4,4,4,5,4,4,4,4,2,2,4,4,4,1,0,0,4,4,2,4,1,4,4,1,1,4,4,2,4,2,4,3,4,"Internship,International experience outside the U.S.,Coursework outside their discipline",1983,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Computer Science,2005,5,4,2,4,5,2,4,2,4,2,2,4,4,1,2,2,5,4,1,2,2,4,4,4,2,2,2,2,4,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,"Internship,International experience outside the U.S.,Study / collaborate at U.S. institution other than their own",1980,2022
Missing,"Fine Arts, Institute of",1996,4,2,5,5,5,2,2,2,2,0,2,1,0,4,4,4,1,5,2,5,5,2,2,2,2,2,4,4,2,0,4,4,5,0,1,0,2,2,4,4,2,2,2,2,2,2,2,2,2,1,2,1,2,"Internship,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1974,2022
Missing,Spanish & Portuguese Languages & Literatures,2012,5,4,4,4,2,2,5,5,5,4,4,4,4,0,4,4,5,5,4,2,4,4,5,5,4,5,4,4,5,2,4,4,5,1,1,0,5,5,5,5,5,5,5,4,5,4,5,4,4,3,4,4,4,"International experience outside the U.S.,Coursework outside their discipline,Program or experience to prepare job materials",1987,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Sociology,2008,5,4,2,1,5,2,2,4,5,4,2,1,1,0,4,4,5,4,4,4,4,5,4,2,4,4,4,4,4,2,5,4,4,1,1,1,2,4,1,4,4,4,0,0,4,2,4,4,2,3,3,4,3,Coursework outside their discipline,1984,2022
Missing,Physics,2011,4,2,2,1,4,4,4,2,4,4,4,1,1,1,4,4,5,4,2,2,4,4,4,4,4,2,4,4,1,2,2,1,1,1,1,1,5,2,2,4,4,4,4,1,1,1,4,1,2,2,2,1,3,"Program or experience to prepare job materials,Individual Development Plan",Missing,2022
Missing,Basic Medical Sciences,2014,5,2,2,2,4,2,5,4,5,2,2,4,4,2,4,5,5,5,2,5,5,5,5,5,5,2,5,5,5,4,4,4,5,1,0,0,4,2,5,5,4,4,1,5,2,1,4,1,3,3,0,2,3,Missing,1988,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,"Fine Arts, Institute of",1997,4,1,5,5,2,5,5,5,4,4,4,5,5,0,4,5,4,4,5,5,4,2,4,2,5,5,4,5,4,2,4,2,5,0,1,1,4,1,4,5,5,5,2,1,2,2,4,2,4,2,3,2,2,"Internship,International experience outside the U.S.,Other (please specify)",1969,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Economics,2001,5,2,2,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,1,1,0,5,5,5,5,5,5,5,2,5,5,5,2,3,4,4,4,4,Missing,1972,2022
Missing,American Studies,2007,5,5,5,5,2,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,0,5,5,0,0,4,0,5,5,5,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,Program or experience to prepare job materials,Missing,2022
Missing,Italian Languages & Literatures,1998,5,2,2,4,1,2,5,4,2,4,4,2,2,0,4,5,5,5,5,5,5,2,4,2,5,4,5,4,5,0,2,0,4,0,0,0,2,2,2,5,5,2,4,2,5,5,5,2,4,4,3,4,4,"International experience outside the U.S.,Program or experience to prepare job materials",1970,2022
Missing,Neural Science,2012,5,2,4,1,2,2,4,2,4,2,2,2,1,0,5,5,5,5,2,4,5,4,5,4,5,4,5,5,5,4,2,3,5,1,0,0,5,1,5,5,5,5,5,4,4,2,5,1,2,4,3,3,3,Missing,Missing,2022
Missing,Basic Medical Sciences,2014,5,2,4,4,4,5,4,2,4,5,4,4,2,1,4,4,4,5,5,4,4,2,1,1,5,1,4,4,5,0,5,2,5,1,1,1,5,0,4,4,5,4,4,1,0,1,4,0,2,2,4,3,4,Program or experience to prepare job materials,1982,2022
Missing,Linguistics,2013,4,2,4,2,4,2,5,1,5,1,4,2,1,1,5,4,4,4,2,5,4,5,4,5,4,4,4,5,4,2,4,2,5,1,0,0,4,1,5,4,4,5,4,4,1,1,1,2,3,3,3,0,2,Internship,1988,2022
Missing,History,2007,5,2,4,1,0,4,5,4,4,4,4,2,2,0,4,2,5,4,4,5,4,5,5,2,4,5,4,4,2,4,4,2,4,1,1,1,2,2,4,5,5,5,5,5,2,2,5,1,3,4,2,4,3,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own",1978,2022
Missing,Psychology,2007,5,1,2,2,1,2,5,2,5,4,2,2,2,0,4,4,5,5,2,4,4,2,4,5,5,4,4,4,5,4,2,2,4,1,1,0,5,4,5,5,5,4,5,4,4,4,5,2,4,3,3,3,3,Individual Development Plan,1983,2022
Missing,English,2012,0,0,0,0,1,0,5,5,5,4,1,5,5,0,1,5,5,5,2,5,5,2,5,1,5,1,5,5,5,1,5,4,5,0,0,0,2,2,1,2,2,2,1,1,1,4,4,2,3,0,2,0,2,Missing,1987,2022
Missing,Psychology,2008,5,1,2,1,2,4,4,4,4,4,1,2,2,1,5,2,5,5,4,5,4,4,4,4,5,4,5,5,5,2,4,4,4,1,0,0,5,2,5,4,5,2,2,4,2,2,4,1,3,2,3,4,3,"Program or experience to prepare job materials,Individual Development Plan",1985,2022
Missing,Basic Medical Sciences,2013,4,4,2,2,4,4,2,1,1,1,1,0,2,4,2,4,5,4,4,2,2,4,2,2,5,2,4,4,4,2,2,5,4,1,1,1,2,0,2,5,4,4,2,2,2,0,4,0,3,0,3,3,0,Other (please specify),1989,2022
Missing,Psychology,2007,4,4,5,2,5,4,4,5,5,5,5,4,0,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,0,0,0,5,2,4,5,5,5,0,0,2,5,5,1,3,3,1,2,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",Missing,2022
Missing,Physics,2012,5,4,4,4,2,2,2,2,2,2,4,2,2,0,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,1,4,2,2,1,1,0,4,2,4,4,4,4,5,4,4,2,2,1,4,4,1,2,2,"Internship,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1992,2022
Missing,"Ancient World, Institute for the Study of",2009,4,0,1,2,2,2,4,2,4,5,0,0,0,0,2,2,4,4,4,1,5,5,2,1,4,1,1,2,4,1,2,2,5,1,0,0,1,0,1,0,2,2,1,1,0,0,1,0,2,1,0,0,3,Internship,Missing,2022
